"","ResponseId","involve","org","org_type","tasks","location","concernShort","concernLong","top_sector","collabActivities","barriers","forum_art","forum_baycan","forum_crc","forum_da","forum_sfep","forum_ccccl","forum_ccse","forum_sccc","forum_rpp","forum_sr","forum_sjrcc","forum_sbrr","forum_yccac","forum_ycrrc","forum_ryc","forum_other","forumProgress_art","forumProgress_baycan","forumProgress_crc","forumProgress_da","forumProgress_sfep","forumProgress_ccccl","forumProgress_ccse","forumProgress_sccc","forumProgress_rpp","forumProgress_sr","forumProgress_sjrcc","forumProgress_sbrr","forumProgress_yccac","forumProgress_ycrrc","forumProgress_ryc","forumProgress_other","collaboratorsFed","collaboratorsState","collaboratorsLocalRegional","collaboratorsNGO","missing_collaborators"
"78","R_3P6KTvFvRUCOrvj","A part of my work, with occasional involvement","contra costa county","Local government (cities, counties)","Executive management 
(i.e. top management); Policy advising/analysis; Technical advising/analysis; Scientific research; Government relations; Project or program management; Advocacy; Outreach or communication; Community leadership","Contra Costa","Very concerned","Very concerned","Ecosystem health; Public health; Biodiversity","Carrying out advocacy activities jointly with other organizations; Sharing information with other organizations; Outreach activities regarding new adaptation-related projects jointly with other organizations","Other","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States Environmental Protection Agency; United States Environmental Protection Agency","Bay Conservation And Development Commission","Bay Area Air Quality Management District; City Of Richmond; City Of San Pablo; City Of El Cerrito","California Clean Air Day; Special Districts In North Richmond; Bay Area Rapid Transit; Asian Pacific Environmental Network; Communities For A Better Environment; Chevron; University Of California Berkeley",NA
"79","R_3QixawC7FL4SaOZ","A part of my work, with occasional involvement","university corporation for atmostpheric research","Education/Consulting/Research",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","R_3Ql33GIcWqT99Fn","A part of my work, with occasional involvement","350 sacramento","No-profit organization/Non-governmental organization/Community-based organization","Executive management 
(i.e. top management); Policy advising/analysis; Planning and design; Government relations; Project or program management; Advocacy; Outreach or communication; Community leadership",NA,"Very concerned","Very concerned","Ecosystem health; Environmental justice 
communities; Biodiversity","Carrying out advocacy activities jointly with other organizations; Sharing information with other organizations","Adaptation is not my organization’s main focus; Limited capacity for community engagement; Insufficient financial resources","No","No","Yes","No","No","No","No","No","No","No","No",NA,"No","No","No",NA,NA,NA,"Somewhat agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sacramento County: Planning And Environmental Review; City Of Sacramento: Office Of Climate Action And Sustainability; Third Act; Climate Plan; Center For Biological Diversity","NRDC"
"81","R_3R2zPfx2nrIWRa1","A part of my work, with routine involvement","united states fish and wildlife service","Federal government","Technical advising/analysis; Scientific research; Government relations; Service provision","Region 1; Region 2; Region 3","Very concerned","Very concerned","Transportation infrastructure; Ecosystem health; Biodiversity","Sharing information with other organizations; Streamlining permitting applications jointly with other organizations","Limited authority; Lack of political leadership","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States Bureau Of Reclamation; United States Army Corps Of Engineers","California Department Of Fish And Wildlife",NA,NA,NA
"82","R_3UYDo6X0NW8pVCO","A part of my work, with occasional involvement","cool davis","No-profit organization/Non-governmental organization/Community-based organization","Executive management 
(i.e. top management)","Region 1","Very concerned","Very concerned","Ecosystem health; Environmental justice 
communities; Agricultural industry","Implementing projects jointly with other organizations; Signing a formal agreement with another organization; Carrying out advocacy activities jointly with other organizations; Sharing information with other organizations; Engaging in joint planning with other organizations; Organizing public meetings jointly with other organizations; Preparing grant/funding proposals jointly with other organizations","Limited authority; Lack of effective collaboration among interested parties; Unequal capacity of partners to participate in collaborative planning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","R_3Ui5WlPLSoUWNRY","A part of my work, with occasional involvement","solano county farm bureau","Agriculture","Executive management 
(i.e. top management); Policy advising/analysis; Technical advising/analysis; Government relations; Project or program management; Advocacy; Outreach or communication; Community leadership","Alameda; Contra Costa; Sacramento; San Joaquin; Solano; Yolo","Somewhat concerned","Moderately concerned","Ecosystem health; Agricultural industry; Water supply reliability","Sharing information with other organizations; Outreach activities regarding new adaptation-related projects jointly with other organizations","Adaptation is not my organization’s main focus","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California Department Of Food And Agriculture",NA,NA,NA
"84","R_3VkiaNoRpEXu6tX","A part of my work, with occasional involvement","san joaquin county","Local government (cities, counties)","Policy advising/analysis; Planning and design; Project or program management","San Joaquin","Somewhat concerned","Somewhat concerned","Ecosystem health; Agricultural industry; Water supply reliability","Sharing information with other organizations","Adaptation is not my organization’s main focus; Lack of effective collaboration among interested parties","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Delta Protection Commission; Delta Stewardship Council; San Joaquin Council of Governments"
"85","R_3VpnW9ArrkQw1r3","A major aspect of my work for 1-5 years","delta stewardship council","State government","Executive management 
(i.e. top management); Policy advising/analysis; Technical advising/analysis; Project or program management",NA,"Somewhat concerned","Moderately concerned","Ecosystem health; Environmental justice 
communities; Flood management","Publishing reports or other publicly available documents jointly with other organizations; Engaging in joint planning with other organizations; Organizing public meetings jointly with other organizations","Adaptation is not my organization’s main focus; Limited authority; Lack of political leadership","No","No","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","No","Yes","No","No",NA,NA,NA,NA,"Agree",NA,NA,NA,NA,"Agree","Agree",NA,NA,NA,NA,NA,NA,"Federal Emergency Management Agency; United States Environmental Protection Agency; United States Army Corps Of Engineers; United States Geological Survey; United States Bureau Of Reclamation","California Department Of Water Resources; California Natural Resources Agency; State Water Resources Control Board","Delta Conservancy; San Joaquin Council Of Governments; Sacramento Area Council Of Governments; Metropolitan Transportation Commission; Reclamation Districts; Contra Costa County; Yolo County; Sacramento County",NA,NA
"86","R_3aERvVDXlIeHyKX","A part of my work, with occasional involvement","ducks unlimited","Environmental Group","Planning and design; Scientific research; Project or program management; Outreach or communication",NA,"Very concerned","Very concerned","Ecosystem health; Agricultural industry; Flood management","Engaging in joint planning with other organizations; Preparing grant/funding proposals jointly with other organizations","Permitting obstacles; Competing visions for adaptation pathways; Insufficient financial resources","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No",NA,NA,NA,NA,NA,"Agree",NA,NA,NA,"Somewhat agree",NA,NA,NA,NA,NA,NA,NA,"United States Fish And Wildlife Service","California Department Of Fish And Wildlife; California Department Of Water Resources","Reclamation District #900; Reclamation District #1004; Grassland Water District; Suisun Resource Conservation District","Sacramento County: Regional Parks; Audubon California; The Nature Conservancy; Point Blue Conservation Science; California Trout; University Of California Davis: Center For Watershed Sciences",NA
"87","R_3auIauW5lsxefqF","A part of my work, with occasional involvement","central delta water agency","Water Infrastructure Special District (e.g. irrigation district)","Policy advising/analysis; Technical advising/analysis; Advocacy",NA,"Moderately concerned","Moderately concerned","Agricultural industry; Flood management; Water suppply reliability","Carrying out advocacy activities jointly with other organizations; Joining or supporting litigation or other judicial processes","Adaptation is not my organization’s main focus; Limited capacity for community engagement; Other","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No",NA,NA,NA,NA,"Somewhat agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Delta Stewardship Council; California Department Of Water Resources; Central Valley Flood Protection Board; Delta Protection Commission","South Delta Water Agency; North Delta Water Agency; San Joaquin County; Various Delta Reclamation Districts.; Various Reclamation Districts.  (They Are Local Governmental Agencies But Also Considered ""Special Districts."")","California Department Of Water Resources: Delta Watermaster Office","Generally, I would like to get more involved in this topic.  Unfortunately, my workload is overwhelming.  Thus, no specific organization but more generally involved with the organizations that are working on Delta adaptation matters. "
"88","R_3c8ztNyUls7VRqD","A major aspect of my work for more than 5 years","reclamation district #2113","Water Infrastructure Special District (e.g. irrigation district)","Executive management 
(i.e. top management); Policy advising/analysis; Technical advising/analysis; Planning and design; Government relations; Project or program management; Community leadership","Region 3","Moderately concerned","Very concerned","Ecosystem health; Flood management; Water supply reliability","Carrying out research projects jointly with other organizations; Sharing information with other organizations; Engaging in joint planning with other organizations; Preparing grant/funding proposals jointly with other organizations","Permitting obstacles; Limited capacity to acquire funding; Insufficient financial resources","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California Department Of Water Resources; California Department Of Fish And Wildlife; California Environmental Protection Agency; Central Valley Flood Protection Board","Reclamation Districts","Engineering Firms; Legal Firms; Carbon Sequestration",NA
"89","R_3cSQjALWGi71FEv","A part of my work, with routine involvement","individual_50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","R_3cj6mBXWwl5AyZj","A major aspect of my work for more than 5 years","san juan water district","Water Infrastructure Special District (e.g. irrigation district)","Executive management 
(i.e. top management)","Region 1","Very concerned","Very concerned","Ecosystem health; Flood management; Water supply reliability","Implementing projects jointly with other organizations; Signing a formal agreement with another organization; Carrying out advocacy activities jointly with other organizations; Sharing information with other organizations; Outreach activities regarding new adaptation-related projects jointly with other organizations; Engaging in joint planning with other organizations; Streamlining permitting applications jointly with other organizations; Organizing public meetings jointly with other organizations; Preparing grant/funding proposals jointly with other organizations","Lack of agreement about the future extent of climate impacts; Lack of effective collaboration among interested parties; Lack of adequate scientific information",NA,NA,"Yes","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Strongly Agree","Agree","Somewhat agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States Bureau Of Reclamation; United States Fish And Wildlife Service; National Marine Fisheries Service; United States Army Corps Of Engineers","California Department Of Water Resources; State Water Resources Control Board; California Department Of Fish And Wildlife","San Luis And Delta-Mendota Water Authority; Regional Water Authority; Friant Water Authority; Tehama Colusa Canal Authority; Sacramento County; City Of Sacramento; City Of Folsom; Sacramento Suburban Water District; Carmichael Water District; Fair Oaks Water District; Citrus Heights Water District","Save The American River Association; Environmental Council Of Sacramento; League Of Women Voters; Mbk Engineers; Hdr, Inc.; North State Building Industry Association; University Of California Davis; University Of California Berkeley; Stanford University","Natural Resources Defense Council; Environmental Defense Fund; Restore the Delta"
"91","R_3dEmM94nL5NJYyH","A part of my work, with occasional involvement","central valley air quality coalition","Multi-stakeholder group","Executive management 
(i.e. top management); Policy advising/analysis; Government relations; Project or program management; Advocacy; Outreach or communication; Community leadership","Region 4","Very concerned","Very concerned","Ecosystem health; Environmental justice 
communities; Public health","Carrying out advocacy activities jointly with other organizations; Sharing information with other organizations; Engaging in joint planning with other organizations","Adaptation is not my organization’s main focus; Lack of political leadership; Limited capacity for community engagement","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Little Manila Rising",NA
"92","R_3eJ05kiLQYa2B7Q","A part of my work, with occasional involvement","public policy institute of california","Education/Consulting/Research","Executive management 
(i.e. top management)",NA,"Moderately concerned","Very concerned","Ecosystem health; Flood management; Biodiversity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","R_3esk4ylObPjO9aM","A major aspect of my work for more than 5 years","california department of water resources","State government","Executive management 
(i.e. top management); Policy advising/analysis; Technical advising/analysis; Planning and design; Scientific research; Outreach or communication",NA,"Moderately concerned","Very concerned","Ecosystem health; Flood management; Water supply reliability","Carrying out research projects jointly with other organizations; Sharing information with other organizations; Engaging in joint planning with other organizations","Competing visions for adaptation pathways; Insufficient financial resources; Insufficient technical expertise","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States Bureau Of Reclamation; United States Army Corps Of Engineers; Federal Emergency Management Agency","Governor's Office Of Planning And Research; California Ocean Protection Council; State Water Resources Control Board; Delta Stewardship Council; California Office Of Emergency Services","City Of Sacramento; San Joaquin Area Flood Control Agency; Irrigation District; East Bay Municipal Utility District; San Francisco Public Utilities Commission","Public Policy Institute Of California; River Partners; California Community Center; Hdr, Inc.; Jacobs Engineering; Gei Consultants; University Of California Davis; University Of California Los Angeles; Stanford University; Cornell University; University Of California Merced",NA
"94","R_3fATdjY9BVue6Kt","A major aspect of my work for more than 5 years","environmental justice coalition for water","Multi-stakeholder group","Executive management 
(i.e. top management)","Region 1; Region 4","Very concerned","Very concerned","Energy infrastructure; Environmental justice 
communities; Water supply reliability","Carrying out research projects jointly with other organizations; Preparing grant/funding proposals jointly with other organizations","Lack of political leadership; Lack of public support for climate adaptation; Insufficient financial resources",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","R_3fT31ifKU5rfV8y","A part of my work, with routine involvement","unknown_64",NA,"Prefer not to say",NA,"Very concerned","Very concerned","Ecosystem health; Public health; Water supply reliability","; Nothing","Adaptation is not my organization’s main focus; Lack of agreement about the future extent of climate impacts","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",NA,"Disagree",NA,NA,NA,"Disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","R_3fg8WEDh6faOTeT","A part of my work, with occasional involvement","california land stewardship institute","Education/Consulting/Research","Executive management 
(i.e. top management); Scientific research; Project or program management",NA,"Very concerned","Very concerned","Public health; Agricultural industry; Water supply reliability","Sharing information with other organizations","Lack of agreement about the future extent of climate impacts; Competing visions for adaptation pathways; Lack of public support for climate adaptation","No","No","No","Yes","Yes","No","No","No","Yes","No","No","No","No","No","No",NA,NA,NA,NA,"Somewhat agree","Somewhat agree",NA,NA,NA,"Somewhat agree",NA,NA,NA,NA,NA,NA,NA,"United States Department Of Agriculture",NA,"Delta Conservancy","The Nature Conservancy; Numerous Farms; University Of California; Individual Farmers",NA
"97","R_3g7w09t3rk1UfiE","A part of my work, with routine involvement","california department of water resources","State government","Project or program management","Region 2","Moderately concerned","Very concerned","Ecosystem health; Shoreline developments; Flood management","Implementing projects jointly with other organizations; Sharing information with other organizations; Publishing reports or other publicly available documents jointly with other organizations; Sharing personnel with other organizations","Lack of agreement about the future extent of climate impacts; Permitting obstacles; Competing visions for adaptation pathways","No",NA,NA,"Yes","No","No","No","No","No","No","No","No","No","No","No",NA,NA,NA,NA,"Somewhat agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cosumnes River Preserve","California Department Of Fish And Wildlife; Central Valley Flood Protection Board; State Water Resources Control Board; Delta Stewardship Council","Reclamation District #2110; Sacramento County; San Joaquin County; Reclamation District #2110; Reclamation District #348; Reclamation District #536","The Nature Conservancy",NA
"98","R_3gnB7ws7z5KoayE","A part of my work, with occasional involvement","ducks unlimited","Environmental Group","Technical advising/analysis; Planning and design; Scientific research; Project or program management; Outreach or communication","Region 1; Region 2; Region 3; Region 4","Moderately concerned","Very concerned","Ecosystem health; Agricultural industry; Biodiversity","Sharing information with other organizations; Engaging in joint planning with other organizations","Limited capacity to acquire funding; Limited capacity for community engagement; Insufficient financial resources",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","R_3i4ECYpw2bCuLUu","A part of my work, with routine involvement","san francisco estuary institute","Environmental Group","Technical advising/analysis; Planning and design; Scientific research; Outreach or communication",NA,"Moderately concerned","Very concerned","Ecosystem health; Environmental justice 
communities; Flood management","Carrying out research projects jointly with other organizations; Sharing information with other organizations; Publishing reports or other publicly available documents jointly with other organizations; Outreach activities regarding new adaptation-related projects jointly with other organizations; Preparing grant/funding proposals jointly with other organizations",NA,NA,"Yes",NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California Department Of Water Resources; California Air Resources Board; California Natural Resources Agency; California Department Of Fish And Wildlife; Delta Stewardship Council","Delta Conservancy","Shingle Springs Band Of Miwok Indians; United Auburn Indian Community; The Nature Conservancy; San Francisco Estuary Partnership; Restore The Delta; Pew Charitable Trusts",NA
"100","R_3idLJxAbMtJf0hX","A major aspect of my work for less than a year","delta stewardship council","State government","Policy advising/analysis; Technical advising/analysis; Planning and design; Government relations; Outreach or communication","Region 1; Region 2; Region 3; Region 4","Moderately concerned","Moderately concerned","Environmental justice 
communities; Public health; Biodiversity","Implementing projects jointly with other organizations; Carrying out research projects jointly with other organizations; Sharing information with other organizations; Publishing reports or other publicly available documents jointly with other organizations; Sharing personnel with other organizations; Organizing public meetings jointly with other organizations","Limited capacity to acquire funding; Limited capacity for community engagement; Lack of adequate scientific information","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",NA,NA,NA,NA,NA,"Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California Department Of Water Resources; California Office Of Emergency Services; Strategic Growth Council",NA,"Restore The Delta; Little Manila Rising; Sacramento Regional Coalition To End Homelessness; California Indian Environmental Alliance; Samara Consulting; Ksn Engineering, Inc.; University Of California Davis; Stanford University; Chapman University; California State University Sacramento","FEMA; US Army Corps of Engineers"
"101","R_3mDlq2SW1cj19cy","A part of my work, with occasional involvement","california department of water resources","State government","Executive management 
(i.e. top management); Policy advising/analysis; Technical advising/analysis; Government relations; Outreach or communication","Region 1; Region 2; Region 3; Region 4","Moderately concerned","Very concerned","Ecosystem health; Public health; Flood management","Sharing information with other organizations; Publishing reports or other publicly available documents jointly with other organizations; Sharing personnel with other organizations","Lack of effective collaboration among interested parties; Lack of political leadership; Competing visions for adaptation pathways","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Collaboratory for Equity in Water Allocation",NA,NA,NA,"Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Strongly disagree: COEQWAL","United States Bureau Of Reclamation; United States Fish And Wildlife Service; United States Geological Survey","California Department Of Fish And Wildlife; State Water Resources Control Board; California Natural Resources Agency; California Energy Commission",NA,"Trout Unlimited; Public Policy Institute Of California; Compass Resource Management; Kearns And West; University Of California Davis; University Of California Berkeley","Tribal Nations"
"102","R_3ma7wUIbwg4Sy0b","A part of my work, with occasional involvement","california department of water resources","State government","Prefer not to say",NA,"Somewhat concerned","Moderately concerned","Ecosystem health; Flood management; Water supply reliability","Sharing information with other organizations","Limited authority; Permitting obstacles; Insufficient financial resources","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States Bureau Of Reclamation",NA,NA,NA,"FEMA"
"103","R_3n7A3tpzgoBupyL","A part of my work, with occasional involvement","contra costa resource conservation district","Environmental Special District (e.g. Park district, open space district)","Executive management 
(i.e. top management); Government relations; Project or program management; Outreach or communication","Contra Costa","Very concerned","Very concerned","Ecosystem health; Environmental justice 
communities; Agricultural industry","Implementing projects jointly with other organizations; Signing a formal agreement with another organization; Sharing information with other organizations; Outreach activities regarding new adaptation-related projects jointly with other organizations; Engaging in joint planning with other organizations; Organizing public meetings jointly with other organizations","Lack of public support for climate adaptation; Limited capacity for community engagement; Insufficient financial resources","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No",NA,"Strongly Agree",NA,NA,"Agree","Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California Department Of Water Resources","California State Parks; Delta Conservancy; Contra Costa County; Contra Costa County Flood Control District; City Of Oakley; City Of Antioch; East Bay Regional Parks District","Wilton Rancheria; Friends Of Marsh Creek Watershed; Restoration Design Group; University Of California Davis; San Jose State University; Local School Teachers; Volunteers; Boy Scout Groups","Federal agencies; Local volunteer community groups; More tribal entities"
"104","R_3o0WVeHtH0GrCQk","A part of my work, with routine involvement","unknown_4",NA,"Executive management 
(i.e. top management); Advocacy; Community leadership",NA,"Very concerned","Very concerned","Shoreline developments; Biodiversity; Water supply reliability","Sharing information with other organizations; Outreach activities regarding new adaptation-related projects jointly with other organizations; Engaging in joint planning with other organizations","Lack of political leadership; Limited capacity for community engagement; Unequal capacity of partners to participate in collaborative planning","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",NA,"Agree",NA,NA,NA,"Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Napa County Resource Conservation District","Big Valley Band Of Pomo Indians; Scott's Valley Band Of Pomo; California Indian Environmental Alliance; Suscol Intertribal Council","Napa County Regional Water Board; Napa Sierra Club"
"105","R_3qJ75aPx29k4tcR","A part of my work, with occasional involvement","san francisco estuary partnership","Multi-stakeholder group","Policy advising/analysis; Technical advising/analysis; Planning and design; Government relations; Project or program management; Outreach or communication","Region 1; Region 2; Region 3; Region 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","R_3qz7hiG63Kx0QkV","A part of my work, with occasional involvement","university of california davis","Education/Consulting/Research","Project or program management","University of California, Davis","Somewhat concerned","Somewhat concerned","Transportation infrastructure; Flood management; Flood management","Sharing information with other organizations; Other","Adaptation is not my organization’s main focus","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yolo County Local Hazard Mitigation Planning Group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Federal Emergency Management Agency","California Office Of Emergency Services",NA,"Yolo County: Office Of Emergency Services",NA
"107","R_3rMypVbcsVqXI64","A part of my work, with occasional involvement","buena vista rancheria of me-wuk indians","Tribal Entity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","R_3s6zleOEMdbD46u","A part of my work, with routine involvement","california department of fish and wildlife","State government","Policy advising/analysis; Technical advising/analysis; Scientific research; Project or program management; Community leadership","Region 1; Region 2; Region 3","Moderately concerned","Very concerned","Ecosystem health; Agricultural industry; Biodiversity","Implementing projects jointly with other organizations; Carrying out research projects jointly with other organizations; Sharing information with other organizations; Training personnel from other organizations; Publishing reports or other publicly available documents jointly with other organizations; Outreach activities regarding new adaptation-related projects jointly with other organizations; Engaging in joint planning with other organizations; Sharing personnel with other organizations; Preparing grant/funding proposals jointly with other organizations","Insufficient financial resources; Lack of adequate scientific information; Unequal capacity of partners to participate in collaborative planning","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States Bureau Of Reclamation; National Marine Fisheries Service; United States Geological Survey","California Department Of Fish And Wildlife; California Department Of Water Resources; State Water Contractors; Delta Stewardship Council","Water Districts","United Auburn Indian Community; University Of California Merced; University Of California Davis; Resource Management Associates","UC Berkely"
"109","R_3vY9mGxiS4CMRbP","A major aspect of my work for more than 5 years","individual_108",NA,"Policy advising/analysis; Technical advising/analysis; Advocacy; Outreach or communication",NA,"Very concerned","Very concerned","Ecosystem health; Environmental justice 
communities; Public health","Carrying out advocacy activities jointly with other organizations; Implementing projects jointly with other organizations","Limited capacity to acquire funding; Insufficient financial resources; Lack of effective collaboration among interested parties","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"State Water Resources Control Board","Metropolitan Water District Of Southern California; San Diego County Water Authority","Sierra Club: Los Angeles Chapter; Food And Water Watch; Southern California Watershed Alliance; Environmental Justice Coalition For Water; Environmental Water Caucus; University Of California Los Angeles",NA
"110","R_3yeDK0TDhmmUKmZ","A part of my work, with occasional involvement","city of rio vista","Local government (cities, counties)","Policy advising/analysis; Technical advising/analysis; Planning and design","Rio Vista","Moderately concerned","Very concerned","Shoreline developments; Agricultural industry; Flood management","Sharing information with other organizations; Publishing reports or other publicly available documents jointly with other organizations; Engaging in joint planning with other organizations","Adaptation is not my organization’s main focus; Lack of political leadership; Insufficient financial resources","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Delta Protection Commission; Delta Stewardship Council",NA,NA,NA
"111","R_50x9MA6U3eCIbB1","A part of my work, with routine involvement","unknown_63",NA,"Policy advising/analysis; Technical advising/analysis; Planning and design; Project or program management",NA,"Very concerned","Very concerned","Agricultural industry; Flood management; Water supply reliability","Implementing projects jointly with other organizations; Preparing grant/funding proposals jointly with other organizations","Permitting obstacles; Insufficient financial resources; Unequal capacity of partners to participate in collaborative planning","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
