"","ResponseId","involve","org_representation","org","org_type","title","tasks","affiliations","location","informShort","informLong","concernShort","concernLong","agree","science","info","impact","top_sector","policy","collabActivities","barriers","resources","forum_1","forum_2","forum_3","forum_4","forum_5","forumGoals_5","forumProgress_5","forumProcess_1","forumProcess_2","forumProcess_3","forumProcess_4","forumProcess_5","forumBarriers_1","forumBarriers_2","forumBarriers_3","forumBarriers_4","forumBarriers_5","forumFairness_1","forumFairness_2","forumFairness_3","forumFairness_4","forumFairness_5","forumImpact_1","forumImpact_2","forumImpact_3","forumImpact_4","forumImpact_5","collaboratorState","missing_collaborators"
"312","R_33EGQWX750Tiymy","A major aspect of my work for less than a year","Yes, I am involved on behalf of one organization","transportation authority of marin","Local government","Senior Project Manager","Project management","WSP","Napa - Sonoma,Novato","Very well-informed","Very well-informed","Very concerned","Very concerned","Very high level of agreement concerning the risks","Increased stakeholders' familiarity with scientific tools (e.g. sea level rise forecasting models),Dissemination of scientific information in plain language to the general public,Creation of a single online platform where all available scientific information on sea level rise is made available to policy-makers and stakeholders","Flood risk maps,Coastal geology map,Sea level rise projections,Vulnerability assessments,Type of shoreline protection,Climate and weather information","In the next few decades","Transportation infrastructure,Wastewater and storm water infrastructure,Availability of housing","Lobby at the state or federal level for funding to help respond to sea level rise in California,Develop faster/more efficient permitting processes that incorporate considerations of sea level rise,Supporting local jurisdictions to respond to sea level rise threats as they see fit","Sharing information with other organizations,Carrying out research projects jointly with other organizations,Outreach activities regarding new sea level rise-related projects jointly with other organizations,Publishing reports or other publicly available documents jointly with other organizations","Insufficient financial resources,Lack of an overarching plan to address sea level rise in the Bay Area","Neither too much nor too little","SR 37 Corridor Studies","BART Sea Level Rise Assessment",NA,NA,NA,"Agree","Agree","For most decisions, one stakeholder's gain involves another stakeholder's loss.","Although most stakeholders can benefit from most decisions, there is conflict over who will benefit most.",NA,NA,NA,"The process is controlled by a few dominant stakeholders","Don't know",NA,NA,NA,"4","9",NA,NA,NA,"5","9",NA,NA,NA,NA,NA
"313","R_2To6fEXzasAiTTe","A part of my work, with occasional involvement","Yes, I am involved on behalf of one organization","the bay institute","No-profit organization/Non-governmental organization","Scientist","Scientific research,Advocacy,Outreach/Communication",NA,"Point Richmond,San Leandro,Wildcat,East Bay Crescent,Pinole,Carquinez South,Walnut,Port Chicago,Montezuma Slough,Suisun Slough,Carquinez North,Napa - Sonoma,Petaluma,Novato,Gallinas,San Rafael,Golden Gate,Colma - San Bruno,San Mateo,Belmont - Redwood,San Francisquito,Santa Clara Valley,Mowry,Alameda,Stevens,Corte Madera,Richardson,Mission - Islais,Yosemite - Visitacion,San Lorenzo","Well-informed","Well-informed","Concerned","Very concerned","Fairly high level of agreement concerning the risks","Increased stakeholders' familiarity with scientific tools (e.g. sea level rise forecasting models)","Sea level rise projections","They have been felt for a while already","Ecosystem health,Other (please explain in the text box),Transportation infrastructure: high costs of adaptation","Create a regional Sea Level Rise adaptation plan,Promote projects aimed at accommodating sea level rise with ""green"" infrastructure,Create, in the short term, a ""visioning process"" where stakeholders collaboratively identify the principles, goals and actions for addressing sea level rise in the Bay Area","Nothing","Don't know","Too little",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","R_RwYnrW5EM1pNzJ7","A part of my work, with occasional involvement","Yes, I am involved on behalf of one organization",NA,"Education/Consulting/Research",NA,"Planning,Scientific research,Advocacy,Outreach/Communication",NA,"Point Richmond,San Leandro,Wildcat,East Bay Crescent,Pinole,Carquinez South,Walnut,Port Chicago,Montezuma Slough,Suisun Slough,Carquinez North,Napa - Sonoma,Petaluma,Novato,Gallinas,San Rafael,Golden Gate,Colma - San Bruno,San Mateo,Belmont - Redwood,San Francisquito,Santa Clara Valley,Mowry,Alameda,Stevens,Corte Madera,Richardson,Mission - Islais,Yosemite - Visitacion,San Lorenzo","Well-informed","Well-informed","Very concerned","Very concerned","Fairly high level of agreement concerning the risks","Collaborative relationships between stakeholders and scientists working on Sea Level Rise,Stakeholder agreement on the interpretation of scientific information,Increase availability of data regarding sea level rise vulnerability","Flood risk maps,Coastal geology map,Sea level rise projections,Property tax information,Demographic data,Shoreline change data,Vulnerability assessments,Type of shoreline protection","They are starting to be felt right now","Transportation infrastructure,Disadvantaged communities,Ecosystem health","Create a regional Sea Level Rise adaptation plan,Focus attention on the impact of sea level rise on disadvantaged communities in the Bay Area,Create, in the short term, a ""visioning process"" where stakeholders collaboratively identify the principles, goals and actions for addressing sea level rise in the Bay Area","Sharing information with other organizations,Carrying out research projects jointly with other organizations,Carrying out advocacy activities jointly with other organizations","Insufficient financial resources","Too little",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","R_3oNP30vmBSHanqu","A major aspect of my work for 1-5 years","Yes, I am involved on behalf of one organization","marin county","Local government","Planning Manager","Policy analysis,Planning,Governmental affairs,Project management,Advocacy,Outreach/Communication,Other (please explain in the text box): Champion for responding to SLR","California State Coastal Conservancy, ","Novato,San Rafael,Richardson","Very well-informed","Very well-informed","Somewhat concerned","Very concerned","Not very high level of agreement concerning the risks","Collaborative relationships between stakeholders and scientists working on Sea Level Rise,Creation of a single online platform where all available scientific information on sea level rise is made available to policy-makers and stakeholders,Other (please explain in the text box): Collaborative relationships above includes providing scientific information in plain language to the public AND policy-makers, and participation in policy meetings BUT ONLY AFTER demonstrating an ability to communicate in ways productive in the public forum, emulating great communicators such as Neil DeGrasse Tyson, Carl Sagan, Gary Griggs and Bill Nye. Otherwise they should receive training in these particular skills.","Flood risk maps,Coastal geology map,Sea level rise projections,Property tax information,Demographic data,Shoreline change data,Vulnerability assessments,Habitat studies,Endangered species studies,Type of shoreline protection,Climate and weather information,Water supply or water quality studies,Other (please explain in the text box): Insurance and flooding loss data; Information sources for grants and assistance re SLR; Scientific literature when we can get behind the pay wall.","They have been felt for a while already","Ecosystem health,Other (please explain in the text box),Property values: Vulnerable areas are generaaly limited in coverage and extent, but contain a variety of the sectors liste (transporation, water, wastewater, housing, commercial and other built development) making adaptation more complex. Wetlands are directly a function of sea level, so the gradient of impact will begin immediately. Home values in affected areas will feel the impact of anticipated damamge and at some point begin to act like a wasting asset.","Lobby at the state or federal level for funding to help respond to sea level rise in California,Promote projects aimed at accommodating sea level rise with ""green"" infrastructure,Create a collaborative partnership between existing agencies and stakeholders (regional, county, local) to address sea level rise in the Bay Area","Sharing information with other organizations,Engaging in joint planning with other organizations,Preparing grant/funding proposals jointly with other organizations,Publishing reports or other publicly available documents jointly with other organizations,Joining or supporting litigation or other judicial processes","Insufficient financial resources,Other (please explain): Lack of an effective means of targeted and relevant information  sharing and technology transfer among practioners (i.e. what did Ora Loma or the South Bay Salt Ponds teach about the real efficacy of horizontal levees elsewhere in the Bay?","Neither too much nor too little","C-SMART Marin","BayWAVE Marin","Bay Climate Adaptation Network-BayCAN (incipient)","Resilient by Design","Adapting to Rising Tides Regional Working Group","Strongly agree","Strongly agree","For most decisions, most stakeholders can benefit as long as they can develop a common policy","For most decisions, most stakeholders can benefit as long as they can develop a common policy","Although most stakeholders can benefit from most decisions, there is conflict over who will benefit most.","Although most stakeholders can benefit from most decisions, there is conflict over who will benefit most.","Although most stakeholders can benefit from most decisions, there is conflict over who will benefit most.","The available funding is not sufficient","The available funding is not sufficient","The process is controlled by a few dominant stakeholders","The initiative lacks authority to produce binding decisions","The process is controlled by a few dominant stakeholders","10","10","7","5","6","0","0","5","5","5","California State Coastal Conservancy, State Office of Planning and Research, CalTrans",NA
"316","R_2ROhFvT48u1kQ4K","A part of my work, with occasional involvement","Yes, I am involved on behalf of one organization","world institute on disability","No-profit organization/Non-governmental organization","Policy and Research Specialist","Policy analysis,Project management,Outreach/Communication,Other (please explain in the text box): Writing/Publication",NA,"Point Richmond,San Leandro,Wildcat,East Bay Crescent,Pinole,Carquinez South,Walnut,Port Chicago,Montezuma Slough,Suisun Slough,Carquinez North,Napa - Sonoma,Petaluma,Novato,Gallinas,San Rafael,Golden Gate,Colma - San Bruno,San Mateo,Belmont - Redwood,San Francisquito,Santa Clara Valley,Mowry,Alameda,Stevens,Corte Madera,Richardson,Mission - Islais,Yosemite - Visitacion,San Lorenzo","Somewhat informed","Somewhat informed","Somewhat concerned","Very concerned","Not very high level of agreement concerning the risks","Dissemination of scientific information in plain language to the general public,Creation of a single online platform where all available scientific information on sea level rise is made available to policy-makers and stakeholders,Training policy-makers in the basic science concerning sea level rise","Flood risk maps,Sea level rise projections,Demographic data,Vulnerability assessments,Climate and weather information","They are starting to be felt right now","Disadvantaged communities,Economic growth,Transportation infrastructure","Create a regional Sea Level Rise adaptation plan,Create a single information platform concerning the status of projects related to sea level rise in the Bay Area, cost projections and scenarios,Create a collaborative partnership between existing agencies and stakeholders (regional, county, local) to address sea level rise in the Bay Area","Sharing information with other organizations,Engaging in joint planning with other organizations,Other (please specify): Attend ART meetings to learn more & share info/concerns regarding the disability community","Insufficient human resources to analyze relevant information,Insufficient financial resources,Lack of an overarching plan to address sea level rise in the Bay Area","Too little","Adapting to Rising Tides",NA,NA,NA,NA,"Agree","Somewhat agree","Although most stakeholders can benefit from most decisions, there is conflict over who will benefit most.",NA,NA,NA,NA,"The available funding is not sufficient",NA,NA,NA,NA,"9",NA,NA,NA,NA,"8",NA,NA,NA,NA,"Metropolitan Transportation Commission (MTC), California Office of Emergency Services, California Department of Transportation (Caltrans), California Department of Public Health","City of San Francisco, City of Oakland, City of Berkeley, 0, 0, Neutral, Unknown"
"317","R_2t582QNyosJvkoS","A part of my work, with occasional involvement","Yes, I am involved on behalf of several organizations","environmental policy solutions","Education/Consulting/Research","Owner/Principal","Executive management (i.e. top management),Policy analysis,Planning,Scientific research,Governmental affairs,Project management,Advocacy,Outreach/Communication","Island Conservation","San Mateo,San Francisquito,Santa Clara Valley,Mowry,Stevens","Well-informed","Very well-informed","Very concerned","Very concerned","Fairly high level of agreement concerning the risks","Scientists' participation in policy meetings,Dissemination of scientific information in plain language to policy stakeholders,Training policy-makers in the basic science concerning sea level rise","Flood risk maps,Sea level rise projections,Demographic data,Vulnerability assessments,Habitat studies,Endangered species studies,Type of shoreline protection,Climate and weather information,Water supply or water quality studies","They have been felt for a while already","Water supply infrastructure,Availability of housing,Ecosystem health","Complete vulnerability assessments for all 9 counties,Promoting projects with different or innovative design solutions,Create a collaborative partnership between existing agencies and stakeholders (regional, county, local) to address sea level rise in the Bay Area","Sharing information with other organizations,Implementing projects jointly with other organizations,Training personnel from other organizations,Outreach activities regarding new sea level rise-related projects jointly with other organizations,Joining or supporting litigation or other judicial processes,Carrying out advocacy activities jointly with other organizations","Lack of political leadership of elected officials,Permitting obstacles,Lack of public support for policies addressing sea level rise","Far too little","South Bay Salt Marsh Restoration Project","Green development projects in the South Bay Area",NA,NA,NA,"Agree","Strongly agree","Although most stakeholders can benefit from most decisions, there is conflict over who will benefit most.","For most decisions, one stakeholder's gain involves another stakeholder's loss.",NA,NA,NA,"The available funding is not sufficient","The process is controlled by a few dominant stakeholders",NA,NA,NA,"8","4",NA,NA,NA,"10","3",NA,NA,NA,"State Water Quality Resource Control Board, California Coastal Commission",NA
"318","R_1jqrLosKGx7BmtA","A part of my work, with occasional involvement","Yes, I am involved on behalf of one organization","city of oakland","Local government","Special Assistant to the Mayor","Executive management (i.e. top management),Policy analysis,Planning,Project management,Advocacy,Outreach/Communication",NA,"San Leandro","Somewhat informed","Not informed","Very concerned","Very concerned","High level of agreement concerning the risks","Increased stakeholders' familiarity with scientific tools (e.g. sea level rise forecasting models),Scientists' participation in policy meetings,Training policy-makers in the basic science concerning sea level rise","Flood risk maps,Sea level rise projections,Vulnerability assessments,Water supply or water quality studies","They are starting to be felt right now","Water supply infrastructure,Wastewater and storm water infrastructure,Public health","Create a regional Sea Level Rise adaptation plan,Lobby at the state or federal level for funding to help respond to sea level rise in California,Focus attention on the impact of sea level rise on disadvantaged communities in the Bay Area","Sharing information with other organizations,Carrying out advocacy activities jointly with other organizations","Lack of political leadership of elected officials,Lack of an overarching plan to address sea level rise in the Bay Area,Lack of public support for policies addressing sea level rise","Neither too much nor too little",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","R_3erZJV726hPGE2p","A part of my work, with routine involvement","Yes, I am involved on behalf of several organizations","usace","Federal government","Chief of Planning","Planning",NA,"Wildcat,Napa - Sonoma,Petaluma,Novato,San Rafael,Golden Gate,Colma - San Bruno,San Mateo,San Francisquito,Santa Clara Valley,Stevens,Corte Madera,Mission - Islais","Very well-informed","Well-informed","Concerned","Very concerned","Fairly high level of agreement concerning the risks","Creation of a single online platform where all available scientific information on sea level rise is made available to policy-makers and stakeholders,Dissemination of scientific information in plain language to policy stakeholders,Increase availability of data regarding sea level rise vulnerability","Flood risk maps,Sea level rise projections,Demographic data,Shoreline change data,Vulnerability assessments,Habitat studies,Endangered species studies,Type of shoreline protection","In the next few decades","Wastewater and storm water infrastructure,Coastal erosion,Disadvantaged communities","Lobby at the state or federal level for funding to help respond to sea level rise in California,Create a single information platform concerning the status of projects related to sea level rise in the Bay Area, cost projections and scenarios,Empowering an existing regional agency to address sea level rise in the Bay Area","Sharing information with other organizations,Engaging in joint planning with other organizations,Implementing projects jointly with other organizations,Signing a formal agreement with another organization","Insufficient financial resources,Uncertainty about the future extent of sea level rise","Neither too much nor too little","BCDC meetings","Measure AA coordinated permitting workshops ","BAECCC","SF Bay JV Management Bd","Stanford Forum","Agree","Somewhat agree","Although most stakeholders can benefit from most decisions, there is conflict over who will benefit most.","For most decisions, most stakeholders can benefit as long as they can develop a common policy",NA,"Although most stakeholders can benefit from most decisions, there is conflict over who will benefit most.",NA,"The available funding is not sufficient","The time demands are too high","Don't know","The initiative lacks authority to produce binding decisions","Don't know","7","10","10","10",NA,"7","9","8","10","7","California State Coastal Conservancy",NA
"320","R_ahIUYHiajCL27L3","A part of my work, with routine involvement","Yes, I am involved on behalf of one organization","citizens committee to complete the refuge","Environmental Group","Board Member/Advocate","Governmental affairs,Advocacy,Outreach/Communication",NA,"Belmont - Redwood,San Francisquito,Santa Clara Valley,Mowry,Stevens","Well-informed","Well-informed","Somewhat concerned","Very concerned","Low level of agreement concerning the risks","Dissemination of scientific information in plain language to the general public,Collaborative relationships between stakeholders and scientists working on Sea Level Rise,Stakeholder agreement on the interpretation of scientific information","Flood risk maps,Coastal geology map,Sea level rise projections,Shoreline change data,Vulnerability assessments,Habitat studies,Endangered species studies,Type of shoreline protection,Climate and weather information,Water supply or water quality studies,Other (please explain in the text box): Local shoreline development plans
Cross-bay commute transit alternatives 
","They are starting to be felt right now","Transportation infrastructure,Wastewater and storm water infrastructure,Commercial developments","Create a regional Sea Level Rise adaptation plan,Empowering an existing regional agency to address sea level rise in the Bay Area,Create a collaborative partnership between existing agencies and stakeholders (regional, county, local) to address sea level rise in the Bay Area","Sharing information with other organizations,Engaging in joint planning with other organizations,Outreach activities regarding new sea level rise-related projects jointly with other organizations,Carrying out advocacy activities jointly with other organizations","Lack of political leadership of elected officials,Lack of an overarching plan to address sea level rise in the Bay Area,Lack of public support for policies addressing sea level rise","Neither too much nor too little","Resilient by Design-South Bay Sponge","South Bay Salt Pond Restoration Project","SFEI Calabazas-San Tomas Creek Visioning","South Bay Shoreline Study levee",NA,"Somewhat agree","Disagree","For most decisions, most stakeholders can benefit as long as they can develop a common policy","Although most stakeholders can benefit from most decisions, there is conflict over who will benefit most.","For most decisions, most stakeholders can benefit as long as they can develop a common policy","For most decisions, one stakeholder's gain involves another stakeholder's loss.",NA,"The initiative lacks authority to produce binding decisions","There are no barriers","The initiative lacks authority to produce binding decisions","The process is controlled by a few dominant stakeholders",NA,"8","9","8","5",NA,"5","10","10","8",NA,"California, California State Coastal Conservancy, CDFW, California Regional Water Quality Control Board","City of San Jose, City of Palo Alto, City of Sunnyvale, City of East Palo Alto, City of Redwood City, 0, 1, Positive, Unknown"
"321","R_3iIsXGit7xpnDmW","A part of my work, with occasional involvement","Yes, I am involved on behalf of one organization","city of berkeley","Local government","Climate Action Program Manager","Policy analysis,Governmental affairs,Project management,Outreach/Communication",NA,"East Bay Crescent","Somewhat informed","Somewhat informed","Very concerned","Very concerned","Not very high level of agreement concerning the risks","Creation of a single online platform where all available scientific information on sea level rise is made available to policy-makers and stakeholders,Dissemination of scientific information in plain language to policy stakeholders,Stakeholder agreement on the interpretation of scientific information","Flood risk maps,Sea level rise projections,Demographic data,Vulnerability assessments","They are starting to be felt right now","Wastewater and storm water infrastructure,Disadvantaged communities,Ecosystem health","Complete vulnerability assessments for all 9 counties,Focus attention on the impact of sea level rise on disadvantaged communities in the Bay Area,Supporting local jurisdictions to respond to sea level rise threats as they see fit","Sharing information with other organizations,Engaging in joint planning with other organizations","Insufficient human resources to analyze relevant information,Lack of an overarching plan to address sea level rise in the Bay Area","Too little",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","R_1pyfZ4A4Au58LvF","A major aspect of my work for 1-5 years","Yes, I am involved on behalf of one organization","san francisco estuary institute","No-profit organization/Non-governmental organization","Environmental Scientist","Executive management (i.e. top management),Planning,Scientific research,Project management",NA,"Point Richmond,San Leandro,Wildcat,East Bay Crescent,Pinole,Carquinez South,Walnut,Port Chicago,Montezuma Slough,Suisun Slough,Carquinez North,Napa - Sonoma,Petaluma,Novato,Gallinas,San Rafael,Golden Gate,Colma - San Bruno,San Mateo,Belmont - Redwood,San Francisquito,Santa Clara Valley,Mowry,Alameda,Stevens,Corte Madera,Richardson,Mission - Islais,Yosemite - Visitacion,San Lorenzo","Well-informed","Somewhat informed","Concerned","Very concerned","Fairly high level of agreement concerning the risks","Collaborative relationships between stakeholders and scientists working on Sea Level Rise,Creation of a single online platform where all available scientific information on sea level rise is made available to policy-makers and stakeholders,Dissemination of scientific information in plain language to policy stakeholders","Flood risk maps,Coastal geology map,Sea level rise projections,Shoreline change data,Vulnerability assessments,Habitat studies,Endangered species studies,Type of shoreline protection,Climate and weather information","They are starting to be felt right now","Transportation infrastructure,Disadvantaged communities,Ecosystem health","Develop faster/more efficient permitting processes that incorporate considerations of sea level rise,Focus attention on the impact of sea level rise on disadvantaged communities in the Bay Area,Create a collaborative partnership between existing agencies and stakeholders (regional, county, local) to address sea level rise in the Bay Area","Sharing information with other organizations,Engaging in joint planning with other organizations,Carrying out research projects jointly with other organizations,Preparing grant/funding proposals jointly with other organizations,Organizing public meetings jointly with other organizations,Outreach activities regarding new sea level rise-related projects jointly with other organizations,Publishing reports or other publicly available documents jointly with other organizations","Insufficient human resources to analyze relevant information,Insufficient financial resources,Lack of an overarching plan to address sea level rise in the Bay Area","Neither too much nor too little","Resilient By Design","Operational Landscape Units","San Mateo County Sea Change","Marin County Bay Wave",NA,"Strongly agree","Somewhat agree","Although most stakeholders can benefit from most decisions, there is conflict over who will benefit most.","For most decisions, most stakeholders can benefit as long as they can develop a common policy","For most decisions, most stakeholders can benefit as long as they can develop a common policy","For most decisions, most stakeholders can benefit as long as they can develop a common policy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California State Coastal Conservancy, Bay Conservation and Development Commission (BCDC)",NA
"323","R_3q8t989HQYzaAYq","A part of my work, with occasional involvement","Yes, I am involved on behalf of one organization","resilient neighborhoods","Environmental Group","Executive Director","Executive management (i.e. top management),Project management,Outreach/Communication",NA,"Novato,Gallinas,San Rafael","Somewhat informed","Somewhat informed","Very concerned","Very concerned","Fairly high level of agreement concerning the risks","Scientists' participation in policy meetings","Flood risk maps,Sea level rise projections","They have been felt for a while already","Transportation infrastructure,Water supply infrastructure,Wastewater and storm water infrastructure","Pass local tax measures to address sea level rise,Create a single information platform concerning the status of projects related to sea level rise in the Bay Area, cost projections and scenarios,Create a collaborative partnership between existing agencies and stakeholders (regional, county, local) to address sea level rise in the Bay Area","Other (please specify): sharing information with the public about SLR","Don't know",NA,"CSmart, BayWave and Resilient by Design",NA,NA,NA,NA,"Strongly agree","Agree","For most decisions, most stakeholders can benefit as long as they can develop a common policy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","R_3mdW2huJm7zcqGP","A major aspect of my work for less than a year","Yes, I am involved on behalf of several organizations","dellums","No-profit organization/Non-governmental organization","Co-Director","Executive management (i.e. top management),Policy analysis,Planning,Scientific research,Project management,Advocacy,Outreach/Communication","Environmental Management and Policy Program","Point Richmond,San Leandro,East Bay Crescent","Well-informed","Well-informed","Concerned","Very concerned","Fairly high level of agreement concerning the risks","Dissemination of scientific information in plain language to the general public,Collaborative relationships between stakeholders and scientists working on Sea Level Rise,Dissemination of scientific information in plain language to policy stakeholders,Other (please explain in the text box): Conversations to develop visions about improving quality of life, economics, health, safety as part of SLR planning","Flood risk maps,Coastal geology map,Sea level rise projections,Demographic data,Vulnerability assessments,Habitat studies,Type of shoreline protection,Water supply or water quality studies,Other (please explain in the text box): Planning documents and projections such as the Resilient by Design docs","In the next few years","Wastewater and storm water infrastructure,Disadvantaged communities,Availability of housing","Promote projects aimed at accommodating sea level rise with ""green"" infrastructure,Create, in the short term, a ""visioning process"" where stakeholders collaboratively identify the principles, goals and actions for addressing sea level rise in the Bay Area,Create a collaborative partnership between existing agencies and stakeholders (regional, county, local) to address sea level rise in the Bay Area","Sharing information with other organizations,Engaging in joint planning with other organizations,Implementing projects jointly with other organizations,Training personnel from other organizations,Sharing personnel with other organizations,Carrying out research projects jointly with other organizations,Preparing grant/funding proposals jointly with other organizations,Organizing public meetings jointly with other organizations,Outreach activities regarding new sea level rise-related projects jointly with other organizations,Signing a formal agreement with another organization","Insufficient financial resources,Lack of experience collaborating with other organizations in the Bay Area,Lack of relationships with community-based organizations","Neither too much nor too little",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"More of the science organizations, More housing/displacement organizations, More funders, 0, 0, Neutral, Unknown"
"325","R_2wc94wYXaY2afHQ","A major aspect of my work for 1-5 years","Yes, I am involved on behalf of one organization","marin county","Local government","Planner","Policy analysis,Planning,Governmental affairs,Project management,Outreach/Communication",NA,"Novato,Gallinas,San Rafael,Corte Madera,Richardson","Very well-informed","Very well-informed","Somewhat concerned","Concerned","High level of agreement concerning the risks","Dissemination of scientific information in plain language to the general public,Scientists' participation in policy meetings,Dissemination of scientific information in plain language to policy stakeholders","Flood risk maps,Sea level rise projections,Demographic data,Vulnerability assessments,Type of shoreline protection","They have been felt for a while already","Transportation infrastructure,Disadvantaged communities,Ecosystem health","Focus attention on the impact of sea level rise on disadvantaged communities in the Bay Area,Promote projects aimed at accommodating sea level rise with ""green"" infrastructure,Other (please explain), More public outreach/messaging on SLR threats so residents are equipped with the information they need to make decisions, such as where to reside.","Sharing information with other organizations,Engaging in joint planning with other organizations,Training personnel from other organizations,Sharing personnel with other organizations,Preparing grant/funding proposals jointly with other organizations,Organizing public meetings jointly with other organizations,Outreach activities regarding new sea level rise-related projects jointly with other organizations,Joining or supporting litigation or other judicial processes","Insufficient financial resources,Other (please explain): Limited staff time and challenges in identifying adaptation solutions that can be agreed upon amongst different groups","Neither too much nor too little","Marin County BayWAVE","Regional Working Group","Marin County Local Hazard Mitigation Plan",NA,NA,"Strongly agree","Strongly agree","For most decisions, most stakeholders can benefit as long as they can develop a common policy","For most decisions, most stakeholders can benefit as long as they can develop a common policy","For most decisions, most stakeholders can benefit as long as they can develop a common policy",NA,NA,"The available funding is not sufficient","The time demands are too high","There are no barriers",NA,NA,"10","10","10",NA,NA,"10","7","10",NA,NA,"California State Coastal Conservancy, California Coastal Commission, Bay Conservation and Development Commission (BCDC), Caltrans","Other Bay Area cities/counties through regional network"
"326","R_32IL5a9a9yOV70p","A part of my work, with occasional involvement","Yes, I am involved on behalf of several organizations","caltrain","Trade/Business/Industry Group","Chief Officer, Planning","Executive management (i.e. top management)",NA,"Colma - San Bruno,Belmont - Redwood,San Francisquito,Stevens,Mission - Islais,Yosemite - Visitacion","Somewhat informed","Somewhat informed","Very concerned","Very concerned","Fairly high level of agreement concerning the risks","Dissemination of scientific information in plain language to the general public,Creation of a single online platform where all available scientific information on sea level rise is made available to policy-makers and stakeholders,Training policy-makers in the basic science concerning sea level rise","Vulnerability assessments","They are starting to be felt right now","Water supply infrastructure,Wastewater and storm water infrastructure,Transportation infrastructure","Complete vulnerability assessments for all 9 counties,Develop faster/more efficient permitting processes that incorporate considerations of sea level rise,Empowering an existing regional agency to address sea level rise in the Bay Area","Sharing information with other organizations,Engaging in joint planning with other organizations,Preparing grant/funding proposals jointly with other organizations",NA,"Too little",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","R_2AFio3rdcDp6qBe","A major aspect of my work for 1-5 years","Yes, I am involved on behalf of one organization","marin county","Local government","Board Aide/District Representative","Policy analysis,Planning,Governmental affairs,Project management,Advocacy,Outreach/Communication",NA,"Novato,Corte Madera,Richardson","Very well-informed","Well-informed","Concerned","Very concerned","Fairly high level of agreement concerning the risks","Dissemination of scientific information in plain language to the general public,Collaborative relationships between stakeholders and scientists working on Sea Level Rise,Creation of a single online platform where all available scientific information on sea level rise is made available to policy-makers and stakeholders","Flood risk maps,Coastal geology map,Sea level rise projections,Property tax information,Demographic data,Shoreline change data,Vulnerability assessments,Habitat studies,Endangered species studies,Type of shoreline protection","They are starting to be felt right now","Water supply infrastructure,Wastewater and storm water infrastructure,Transportation infrastructure,Other (please explain in the text box): Housing and Business retreat as inundation move everything away from the current shoreline","Create a regional Sea Level Rise adaptation plan,Develop faster/more efficient permitting processes that incorporate considerations of sea level rise,Empowering an existing regional agency to address sea level rise in the Bay Area","Sharing information with other organizations,Engaging in joint planning with other organizations,Implementing projects jointly with other organizations,Preparing grant/funding proposals jointly with other organizations,Organizing public meetings jointly with other organizations,Outreach activities regarding new sea level rise-related projects jointly with other organizations,Carrying out advocacy activities jointly with other organizations","Insufficient financial resources,Other (please explain): I think there are huge efforts to work collaboratively and there is a high level of awareness, and good leadership.","Too little","Southern Marin Sea Level Rise Pilot Project","""Here-Now-Us"" SLR Virtual Reality Project","Resilient by Design - Marin City People's Plan",NA,NA,"Strongly agree","Agree","For most decisions, most stakeholders can benefit as long as they can develop a common policy",NA,"Although most stakeholders can benefit from most decisions, there is conflict over who will benefit most.",NA,NA,"The initiative lacks authority to produce binding decisions","Don't know","The initiative lacks authority to produce binding decisions",NA,NA,"8","8","6",NA,NA,"8","7","9",NA,NA,"San Francisco Bay Conservation and Development Commission, Bay Area Air Quality Management District (BAAQMD)",NA
